date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2019-05-31,1769,4500.52,3317.74,0.06,2879.86,normal,628.0,0.35,471.32,492.98,6,1553.79,92,0,263.34,2975.82,Salary,1636.5,Utilities,Positive,24.4,Low,1182.78,0
2019-06-30,1370,4415.73,3042.43,0.14,2352.14,recession,602.0,0.33,544.96,947.07,9,1603.17,24,0,927.38,1000.0,Salary,916.7,Transportation,Neutral,36.9,Medium,1373.3,0
2019-07-30,1532,3091.74,2857.83,0.38,3234.68,normal,651.0,0.15,415.92,102.65,3,795.84,97,0,540.81,2250.6,Salary,1405.57,Utilities,Positive,19.2,Low,233.91,0
2019-08-29,1565,4791.07,2547.23,0.2,3765.74,normal,641.0,0.1,957.01,256.62,9,1194.3,30,0,479.48,3235.56,Mixed,1733.3,Insurance,Neutral,13.1,Low,2243.84,0
2019-09-28,1825,4575.27,3696.96,0.34,2896.57,normal,698.0,0.14,476.15,0.0,3,1173.53,60,0,331.97,2235.36,Freelance,1211.81,Dining Out,Positive,70.9,High,878.31,0
2019-10-28,1245,3679.31,3920.06,0.39,1791.06,inflation,764.0,0.29,640.01,31.11,6,1649.6,60,0,480.3,2672.64,Salary,1785.77,Entertainment,Negative,28.8,Medium,0.0,0
2019-11-27,1270,4848.8,3679.83,0.32,2734.17,normal,700.0,0.33,371.01,743.26,1,212.7,31,0,331.58,1000.0,Salary,1602.78,Insurance,Neutral,87.3,Low,1168.97,0
2019-12-27,1190,4254.03,2610.84,0.33,2544.98,normal,559.0,0.46,588.76,411.87,5,1725.53,28,0,692.08,2794.27,Salary,843.64,Rent,Positive,26.0,Medium,1643.19,0
2020-01-26,1931,4071.27,1710.97,0.37,1997.19,normal,653.0,0.29,455.06,343.64,5,950.38,29,0,477.6,2523.62,Mixed,1777.84,Transportation,Positive,4.1,Low,2360.3,1
2020-02-25,1466,5357.48,3249.94,0.22,2967.63,inflation,670.0,0.52,826.78,0.0,6,809.59,36,0,280.07,1782.45,Freelance,1890.56,Dining Out,Negative,37.9,Low,2107.54,0
2020-03-26,1544,4521.67,3115.2,0.38,3880.88,normal,721.0,0.1,384.85,147.02,3,572.84,67,0,548.89,1578.26,Salary,1121.71,Entertainment,Neutral,13.4,Low,1406.47,0
2020-04-25,1190,2783.2,2110.1,0.3,3384.5,recession,721.0,0.52,95.28,669.29,2,1392.78,90,0,395.3,3054.2,Mixed,716.94,Entertainment,Positive,74.7,High,673.1,0
2020-05-25,1423,1434.02,2808.08,0.16,2953.07,normal,609.0,0.14,475.21,259.06,4,1339.73,90,0,716.03,1857.39,Salary,1869.73,Investments,Positive,95.6,Low,0.0,0
2020-06-24,1497,4568.68,2370.76,0.28,2226.14,inflation,688.0,0.21,780.27,526.41,9,1037.98,68,0,494.93,3062.57,Salary,1690.15,Insurance,Negative,67.2,High,2197.92,0
2020-07-24,1146,4345.89,1641.88,0.11,2895.24,normal,700.0,0.31,377.95,452.38,9,1010.3,96,0,598.01,1171.16,Salary,2002.68,Utilities,Positive,7.8,Medium,2704.01,0
2020-08-23,1773,4223.06,1983.91,0.12,2605.99,recession,701.0,0.2,255.99,441.63,6,1255.52,91,0,676.71,2196.88,Mixed,2409.17,Utilities,Negative,89.2,Low,2239.15,0
2020-09-22,1494,4296.24,3242.82,0.06,2822.19,inflation,624.0,0.33,806.83,265.82,2,1208.44,86,0,586.42,1587.63,Freelance,421.82,Rent,Positive,39.6,Low,1053.42,0
2020-10-22,1341,3490.11,3264.64,0.11,2749.1,normal,756.0,0.29,465.16,148.78,5,364.78,50,0,595.51,2263.58,Freelance,1105.95,Healthcare,Neutral,27.0,Low,225.47,0
2020-11-21,1491,1798.64,3894.69,0.17,3000.14,inflation,755.0,0.23,368.18,1292.3,5,1613.78,78,0,808.24,1903.94,Salary,1839.67,Insurance,Positive,77.4,High,0.0,0
2020-12-21,1294,3248.23,2204.01,0.16,2452.6,normal,773.0,0.38,350.46,257.38,9,971.13,41,0,198.69,1887.39,Salary,1240.88,Transportation,Positive,95.4,Medium,1044.22,0
2021-01-20,1667,3897.86,4084.01,0.28,3073.01,normal,811.0,0.11,658.08,252.46,3,1270.27,83,0,251.43,1776.82,Salary,2033.67,Utilities,Neutral,74.4,Medium,0.0,0
2021-02-19,1043,3755.29,2668.89,0.08,2390.84,normal,628.0,0.27,608.93,391.27,3,808.28,80,0,1028.47,1034.02,Salary,951.03,Investments,Neutral,4.4,High,1086.4,0
2021-03-21,1843,3735.57,3111.95,0.19,2803.2,normal,670.0,0.31,621.03,341.57,7,1541.24,70,0,437.4,1657.14,Salary,1286.53,Investments,Positive,32.6,High,623.62,0
2021-04-20,1189,4472.3,1589.72,0.32,2483.32,recession,567.0,0.15,929.23,98.37,9,1452.67,43,0,498.59,3726.45,Salary,979.45,Utilities,Positive,44.6,Low,2882.58,1
2021-05-20,1164,2888.28,2936.03,0.39,2773.58,normal,632.0,0.19,686.65,791.5,2,854.66,92,0,356.08,1933.95,Salary,1064.8,Entertainment,Neutral,27.6,Low,0.0,0
2021-06-19,1607,4780.73,2471.27,0.31,3268.53,normal,708.0,0.55,773.02,554.79,7,1056.31,62,0,303.86,2900.41,Salary,1163.46,Groceries,Positive,99.5,Low,2309.46,0
2021-07-19,1962,5559.19,3200.27,0.35,2564.72,recession,683.0,0.54,580.96,0.0,5,962.83,83,0,757.95,1693.81,Salary,1133.31,Dining Out,Positive,60.9,High,2358.92,0
2021-08-18,1209,4766.46,2159.97,0.34,3431.69,inflation,597.0,0.55,475.76,162.42,9,1077.63,74,0,409.07,2551.6,Salary,347.97,Rent,Negative,55.0,Low,2606.49,0
2021-09-17,1518,3072.79,3061.53,0.36,2147.31,inflation,630.0,0.51,433.6,250.3,1,1069.37,93,0,163.86,2568.99,Salary,928.37,Healthcare,Positive,10.6,High,11.26,0
2021-10-17,1288,3815.91,2120.03,0.31,3238.16,recession,740.0,0.15,466.0,67.97,1,1045.23,31,0,748.46,1773.15,Freelance,397.07,Insurance,Positive,45.0,High,1695.88,0
2021-11-16,1689,6976.51,3296.28,0.4,3042.72,normal,712.0,0.57,484.4,54.57,5,866.95,99,0,419.32,1611.65,Salary,1218.28,Rent,Positive,43.2,Medium,3680.23,1
2021-12-16,1817,4674.79,4273.94,0.16,2409.76,inflation,691.0,0.28,436.77,417.71,9,314.81,57,0,850.33,1914.88,Salary,565.38,Dining Out,Positive,21.3,High,400.85,0
2022-01-15,1268,4559.96,3047.25,0.35,2380.08,inflation,662.0,0.54,176.77,352.88,7,828.16,20,0,375.28,2766.02,Mixed,977.29,Insurance,Negative,99.0,Medium,1512.71,0
2022-02-14,1607,3471.52,581.14,0.22,2915.97,normal,706.0,0.39,565.95,307.02,4,1370.02,53,0,380.02,3168.79,Freelance,1577.7,Utilities,Positive,24.3,High,2890.38,0
2022-03-16,1424,2653.08,3376.93,0.12,2898.49,normal,687.0,0.27,163.16,0.0,5,0.0,42,0,676.93,1413.37,Salary,1124.0,Investments,Negative,96.7,Low,0.0,0
2022-04-15,1807,3857.46,2393.07,0.15,3866.06,inflation,645.0,0.6,154.16,528.52,5,197.4,21,0,354.15,3080.48,Freelance,1304.86,Entertainment,Positive,46.2,High,1464.39,0
2022-05-15,1453,3443.27,2705.76,0.19,3225.82,inflation,719.0,0.32,629.74,241.87,9,688.1,88,0,578.68,3056.18,Salary,1189.81,Utilities,Positive,41.5,Low,737.51,0
2022-06-14,1303,3434.44,2700.14,0.16,3125.6,normal,706.0,0.23,584.24,130.48,9,430.07,98,0,277.06,1804.5,Salary,300.0,Utilities,Positive,90.0,Medium,734.3,0
2022-07-14,1177,4176.62,3215.97,0.21,2350.36,inflation,792.0,0.56,473.08,0.0,9,1132.63,29,1,412.53,2369.3,Salary,1213.03,Utilities,Positive,98.1,High,960.65,0
2022-08-13,1560,4082.93,3438.61,0.16,2727.08,inflation,676.0,0.54,620.24,687.19,8,1156.6,49,0,415.21,2571.39,Salary,1240.75,Transportation,Positive,88.6,High,644.32,0
2022-09-12,1150,4149.05,879.94,0.16,2799.44,normal,656.0,0.2,973.69,409.42,5,1510.46,23,0,686.7,1860.2,Freelance,657.92,Insurance,Positive,82.4,Low,3269.11,1
2022-10-12,1649,3474.62,3989.72,0.15,2315.22,inflation,812.0,0.19,736.69,727.95,3,88.84,65,0,671.23,2511.43,Freelance,2126.91,Insurance,Positive,19.3,Low,0.0,0
2022-11-11,1595,5707.28,2239.11,0.39,2923.4,recession,664.0,0.3,263.12,0.0,7,1205.13,61,0,314.47,2034.51,Salary,1574.51,Education,Neutral,59.6,High,3468.17,1
2022-12-11,1267,4901.55,3268.16,0.14,2718.06,normal,678.0,0.41,391.75,822.76,7,1212.51,88,0,382.55,2243.09,Salary,685.52,Dining Out,Positive,2.4,High,1633.39,0
2023-01-10,1751,4544.82,2127.35,0.3,2503.12,normal,709.0,0.29,427.59,161.0,6,863.8,82,0,521.71,2642.95,Salary,1527.09,Insurance,Negative,69.5,Low,2417.47,0
2023-02-09,1637,3612.34,3638.4,0.18,2382.27,inflation,770.0,0.32,430.79,610.12,5,705.17,69,0,508.0,1471.98,Freelance,593.5,Healthcare,Negative,72.4,Low,0.0,0
2023-03-11,1208,4442.69,2431.42,0.26,1738.87,normal,642.0,0.22,727.5,864.53,2,779.22,53,0,231.65,2839.27,Salary,1549.64,Rent,Positive,13.0,Low,2011.27,1
2023-04-10,1793,2943.37,2528.99,0.07,2459.96,normal,679.0,0.47,553.71,730.82,5,455.0,63,0,480.6,2645.2,Salary,621.11,Dining Out,Negative,11.6,Low,414.38,0
2023-05-10,1161,4547.95,2299.35,0.3,2629.86,recession,695.0,0.44,420.01,0.0,7,542.98,81,1,847.38,2394.54,Salary,1025.88,Rent,Negative,22.3,Low,2248.6,0
2023-06-09,1304,2774.17,2898.15,0.34,2875.4,normal,638.0,0.43,645.61,809.62,5,1270.61,84,0,554.37,2406.78,Salary,661.78,Healthcare,Positive,0.5,Low,0.0,0
2023-07-09,1591,3730.02,4492.34,0.31,2924.68,recession,726.0,0.45,428.84,347.77,5,1355.17,52,0,469.43,2242.68,Mixed,816.87,Utilities,Neutral,6.3,Medium,0.0,0
2023-08-08,1120,3620.67,3033.36,0.16,2898.03,recession,639.0,0.29,611.0,322.29,2,943.0,34,0,479.69,2088.64,Salary,1124.87,Transportation,Negative,57.1,Medium,587.31,0
2023-09-07,1146,3717.41,4470.21,0.2,3481.11,recession,717.0,0.49,356.72,301.37,6,1397.1,74,0,915.12,2033.97,Mixed,883.59,Transportation,Positive,67.4,Low,0.0,0
2023-10-07,1194,2527.45,2186.44,0.08,2687.78,normal,744.0,0.22,652.43,349.25,4,1800.38,57,0,704.94,1917.09,Salary,1421.32,Insurance,Negative,57.9,Medium,341.01,0
2023-11-06,1371,3751.63,4124.7,0.18,2508.1,normal,591.0,0.47,807.68,313.76,7,425.34,70,0,764.69,2006.19,Salary,919.07,Rent,Positive,67.5,Medium,0.0,0
2019-01-01,1620,2530.03,2429.15,0.08,2791.76,inflation,679.0,0.32,301.92,483.91,8,511.17,66,0,727.22,2539.15,Salary,1271.9,Rent,Positive,44.4,Low,100.88,0
2019-01-31,1227,3209.62,3255.14,0.3,3255.29,normal,677.0,0.45,598.17,0.0,9,299.11,47,0,456.84,1170.54,Salary,472.97,Education,Negative,14.8,Medium,0.0,0
2019-03-02,1773,4523.31,2253.18,0.4,2626.34,normal,686.0,0.5,224.37,308.4,2,895.96,83,0,560.83,2474.42,Salary,1837.08,Rent,Positive,29.4,Medium,2270.13,0
2019-04-01,1675,3071.93,2547.39,0.08,2520.47,normal,634.0,0.42,342.68,456.0,6,1430.27,58,0,316.27,1250.25,Salary,905.44,Transportation,Neutral,36.9,Low,524.54,0
2019-05-01,1579,3655.22,3146.22,0.36,3762.18,normal,704.0,0.4,578.86,0.0,2,1292.24,29,0,374.67,3015.8,Salary,999.03,Groceries,Positive,59.9,Medium,509.0,0
2019-05-31,1954,3393.87,1795.98,0.25,1835.81,inflation,557.0,0.56,388.77,454.03,1,1012.83,79,0,736.27,2560.57,Salary,1571.43,Utilities,Positive,63.2,Low,1597.89,0
2019-06-30,1017,2088.09,1889.04,0.35,3916.17,normal,680.0,0.19,607.85,787.56,1,903.35,32,0,401.47,2910.03,Salary,1583.61,Groceries,Positive,72.2,Low,199.05,0
2019-07-30,1551,2370.31,4077.64,0.12,2504.04,normal,739.0,0.44,803.12,878.93,7,1154.28,73,0,704.41,2360.9,Freelance,1349.82,Utilities,Negative,58.1,Medium,0.0,0
2019-08-29,1829,2925.98,3851.42,0.08,3612.55,recession,812.0,0.55,452.95,363.97,1,464.0,80,0,488.6,2102.23,Salary,1631.4,Rent,Negative,7.4,Low,0.0,0
2019-09-28,1192,3884.71,1642.92,0.08,2196.84,inflation,752.0,0.5,281.29,369.17,7,1081.9,93,0,556.0,1051.5,Salary,1890.47,Insurance,Positive,56.4,Medium,2241.79,1
2019-10-28,1812,3822.42,3772.83,0.28,1993.38,normal,755.0,0.28,726.3,26.02,9,1257.03,70,0,338.15,1387.28,Salary,1344.55,Healthcare,Positive,15.7,Medium,49.59,0
2019-11-27,1522,5263.61,1126.55,0.18,2626.09,normal,660.0,0.28,417.03,615.24,8,903.41,57,0,485.23,1683.85,Freelance,1230.79,Transportation,Negative,19.8,Low,4137.06,1
2019-12-27,1164,4562.57,1738.88,0.11,2093.61,normal,679.0,0.31,270.53,592.38,3,948.69,20,0,441.47,2432.27,Freelance,1215.94,Insurance,Neutral,10.3,Medium,2823.69,1
2020-01-26,1036,5227.74,1996.97,0.07,3143.79,normal,694.0,0.12,660.31,461.61,2,742.12,78,0,186.08,1094.29,Salary,1482.74,Utilities,Neutral,65.8,Medium,3230.77,1
2020-02-25,1104,3372.16,2710.54,0.07,3037.42,normal,789.0,0.56,488.08,997.72,4,741.1,73,0,497.05,1127.81,Freelance,1275.86,Transportation,Negative,71.6,High,661.62,0
2020-03-26,1669,3119.24,2985.71,0.38,2459.62,normal,615.0,0.38,354.25,1171.69,7,641.3,58,1,362.6,1815.86,Salary,534.39,Healthcare,Positive,59.0,Low,133.53,0
2020-04-25,1087,3672.17,2924.18,0.33,2655.87,normal,653.0,0.13,577.11,568.87,3,947.03,69,0,391.13,2511.88,Salary,1185.81,Insurance,Neutral,75.8,Medium,747.99,0
2020-05-25,1337,1940.34,4399.11,0.38,2491.45,normal,633.0,0.59,831.11,371.32,7,1540.28,91,0,325.17,2237.63,Salary,1240.29,Insurance,Neutral,4.6,Medium,0.0,0
2020-06-24,1801,5216.2,2160.1,0.32,2570.2,normal,651.0,0.14,439.95,322.63,9,0.0,88,0,226.42,2596.43,Salary,1100.58,Transportation,Neutral,38.3,Low,3056.1,1
2020-07-24,1859,3910.61,3453.1,0.39,2853.33,normal,704.0,0.21,441.82,66.77,2,1193.46,27,0,222.51,2211.43,Salary,463.73,Healthcare,Positive,48.8,Low,457.51,0
2020-08-23,1695,3533.21,2639.74,0.26,3156.5,recession,731.0,0.53,387.66,519.38,5,1731.88,62,0,486.83,2470.12,Salary,2129.32,Education,Positive,86.3,Low,893.47,0
2020-09-22,1295,5057.29,3549.91,0.37,2770.46,normal,690.0,0.11,0.0,436.45,8,934.99,50,0,361.84,1533.41,Salary,1269.62,Rent,Neutral,18.7,High,1507.38,0
2020-10-22,1218,5178.3,3616.94,0.25,2578.88,normal,592.0,0.44,444.85,358.61,7,1614.76,38,0,50.53,2444.37,Freelance,769.02,Utilities,Negative,61.3,Medium,1561.36,0
2020-11-21,1610,3575.88,2938.49,0.11,2632.21,inflation,718.0,0.58,636.39,217.53,2,1220.4,76,0,644.43,2526.53,Mixed,1168.39,Groceries,Positive,5.0,Low,637.39,0
2020-12-21,1943,2406.72,2468.81,0.32,2786.92,inflation,591.0,0.37,588.35,464.21,6,985.78,31,0,405.85,1989.75,Salary,1227.94,Rent,Neutral,0.2,Low,0.0,0
2021-01-20,1764,4401.14,4136.39,0.08,2268.12,recession,696.0,0.55,562.2,581.28,9,747.9,84,0,458.8,2676.1,Salary,1040.44,Groceries,Positive,65.8,Low,264.75,0
2021-02-19,1789,4017.66,2519.23,0.25,2651.87,normal,653.0,0.47,587.24,697.94,5,0.0,46,0,490.3,1582.47,Freelance,1321.33,Entertainment,Neutral,22.7,High,1498.43,0
2021-03-21,1104,1566.74,3182.21,0.07,3533.57,normal,727.0,0.22,358.7,652.28,3,1901.75,53,0,465.49,1871.63,Salary,1024.91,Utilities,Positive,45.7,Low,0.0,0
2021-04-20,1124,4716.63,3242.59,0.15,2632.95,inflation,722.0,0.57,637.74,602.56,6,787.82,48,0,458.0,2415.08,Freelance,1670.3,Investments,Negative,61.7,Medium,1474.04,0
2021-05-20,1988,2569.01,3005.39,0.33,3074.57,recession,633.0,0.34,544.4,179.75,4,1045.05,56,0,201.06,2195.44,Salary,1352.61,Dining Out,Positive,65.5,High,0.0,0
2021-06-19,1318,3174.77,3053.05,0.38,2685.02,normal,639.0,0.41,50.65,548.88,4,394.28,90,0,304.19,2050.05,Salary,951.26,Transportation,Neutral,34.6,Medium,121.72,0
2021-07-19,1376,5232.44,2626.44,0.19,3542.76,normal,643.0,0.59,405.37,514.61,8,147.91,85,0,843.53,2852.1,Salary,789.23,Investments,Negative,18.0,Medium,2606.0,0
2021-08-18,1635,4738.71,3476.76,0.19,3029.09,normal,654.0,0.38,444.23,537.72,9,535.8,61,0,998.72,1191.26,Salary,1558.8,Groceries,Positive,14.0,Medium,1261.95,0
2021-09-17,1346,3888.45,908.09,0.22,2399.63,normal,677.0,0.3,230.28,406.68,1,458.03,98,0,669.41,2302.28,Freelance,1312.26,Transportation,Positive,8.6,Medium,2980.36,1
2021-10-17,1440,4530.31,3798.56,0.12,2272.88,recession,682.0,0.15,434.77,0.0,3,801.18,35,0,406.72,1691.77,Salary,1160.89,Dining Out,Positive,63.3,Low,731.75,0
2021-11-16,1003,3465.95,3552.34,0.09,3266.59,recession,680.0,0.27,580.76,171.01,7,904.01,92,0,621.01,1646.25,Freelance,1385.61,Utilities,Positive,12.9,Low,0.0,0
2021-12-16,1893,4150.37,4561.67,0.1,3145.24,inflation,567.0,0.51,396.46,401.01,9,1752.97,96,0,561.57,2699.14,Salary,1098.27,Transportation,Neutral,45.9,Low,0.0,0
2022-01-15,1903,5708.64,3088.06,0.36,3827.28,normal,658.0,0.51,761.11,608.42,4,33.89,74,0,359.77,1108.42,Freelance,1132.04,Transportation,Positive,61.9,Low,2620.58,0
2022-02-14,1572,5251.15,3146.78,0.24,2918.64,normal,702.0,0.44,553.0,607.88,9,986.26,72,0,189.89,2117.24,Salary,804.71,Transportation,Negative,36.6,High,2104.37,0
2022-03-16,1491,4405.94,3244.75,0.39,2223.09,recession,694.0,0.18,662.79,510.18,9,541.48,70,0,39.76,1649.31,Salary,1163.8,Groceries,Positive,45.3,Low,1161.19,0
2022-04-15,1929,2950.32,4466.05,0.13,2430.62,normal,650.0,0.17,276.26,235.36,9,1287.4,46,0,508.28,3055.92,Salary,1984.93,Dining Out,Positive,1.8,Medium,0.0,0
2022-05-15,1755,4559.29,4482.47,0.37,2271.52,inflation,638.0,0.21,522.48,585.75,8,712.07,67,0,677.31,1955.0,Salary,1296.84,Groceries,Neutral,74.9,High,76.82,0
2022-06-14,1180,3659.5,3344.1,0.06,3616.31,recession,673.0,0.51,200.84,494.03,7,1742.31,87,0,541.14,1660.11,Salary,1052.77,Investments,Positive,70.8,Low,315.4,0
2022-07-14,1325,5191.64,3392.09,0.37,3237.67,normal,661.0,0.22,600.42,0.0,6,1124.84,36,0,470.56,2666.06,Salary,764.61,Education,Neutral,25.9,High,1799.55,0
2022-08-13,1615,4252.39,4533.39,0.05,2815.98,normal,632.0,0.29,499.31,423.77,7,986.2,41,1,217.59,2445.76,Salary,903.47,Investments,Positive,32.7,Medium,0.0,0
2022-09-12,1947,3170.92,4245.07,0.06,3367.66,normal,716.0,0.32,296.1,186.74,9,0.0,89,0,512.26,3578.13,Salary,1739.09,Insurance,Negative,6.7,Medium,0.0,0
2022-10-12,1740,1147.83,3373.13,0.22,3110.87,normal,663.0,0.41,891.92,12.52,8,1451.49,66,0,672.85,2003.59,Freelance,474.7,Entertainment,Positive,32.9,Low,0.0,0
2022-11-11,1044,2721.83,2296.99,0.22,3346.71,normal,668.0,0.41,655.49,746.71,1,403.28,26,0,650.63,1748.83,Freelance,1424.74,Groceries,Positive,22.1,Low,424.84,0
2022-12-11,1173,2994.04,1795.21,0.13,2499.65,recession,648.0,0.12,465.18,283.97,3,2025.24,37,0,467.5,2854.72,Salary,1254.25,Insurance,Positive,2.1,Low,1198.83,0
2023-01-10,1886,3558.81,3637.59,0.23,2868.84,recession,666.0,0.21,751.13,563.36,4,1006.25,34,0,321.25,2834.57,Salary,950.39,Transportation,Positive,52.9,Low,0.0,0
2023-02-09,1824,4633.24,3468.96,0.19,3173.0,normal,686.0,0.45,500.51,392.36,8,214.48,25,0,292.74,2400.22,Salary,1283.99,Healthcare,Positive,20.7,Low,1164.28,0
2023-03-11,1753,5429.93,2853.01,0.19,2998.79,normal,672.0,0.39,440.22,463.15,9,1278.85,69,0,712.93,2358.33,Salary,1280.85,Investments,Positive,23.8,Low,2576.92,0
2023-04-10,1661,4410.87,2966.3,0.34,3034.19,normal,580.0,0.3,261.98,0.0,8,324.28,29,0,716.17,3150.67,Salary,674.96,Dining Out,Positive,51.0,Medium,1444.57,0
2023-05-10,1478,3870.58,2692.09,0.09,2357.92,recession,702.0,0.53,675.74,261.88,7,911.0,82,0,739.19,1991.7,Salary,1084.94,Healthcare,Positive,5.9,Low,1178.49,0
2023-06-09,1259,5208.09,2593.68,0.16,2931.37,inflation,754.0,0.41,550.98,448.71,1,1748.03,92,0,579.3,2205.41,Salary,1075.27,Transportation,Neutral,47.6,Medium,2614.41,0
2023-07-09,1708,4772.57,3599.06,0.35,2110.13,normal,796.0,0.11,388.87,508.79,8,1169.34,83,0,581.25,2752.12,Salary,873.5,Utilities,Neutral,64.3,Low,1173.51,0
2023-08-08,1941,4170.43,2618.63,0.14,3802.89,recession,669.0,0.2,510.04,790.35,6,500.54,24,0,494.61,2817.76,Salary,948.45,Groceries,Positive,0.2,Low,1551.8,0
2023-09-07,1739,5841.63,3496.89,0.07,2666.34,normal,670.0,0.29,469.46,117.53,2,1027.7,73,0,755.59,1929.26,Salary,2395.58,Insurance,Positive,45.8,Low,2344.74,0
2023-10-07,1028,2202.11,1916.99,0.35,2166.9,inflation,707.0,0.27,614.86,277.25,2,1634.6,30,0,224.33,2760.52,Salary,511.56,Utilities,Positive,74.0,Medium,285.12,0
2023-11-06,1979,4675.23,3685.93,0.22,2877.53,normal,716.0,0.22,335.96,194.28,2,1091.1,51,0,616.83,1514.07,Salary,987.65,Dining Out,Positive,84.8,Low,989.3,0
2019-01-01,1465,4784.64,2873.62,0.07,2847.63,inflation,629.0,0.49,741.76,616.82,7,1483.28,82,0,710.58,2170.36,Freelance,1306.07,Groceries,Neutral,9.8,Medium,1911.02,0
2019-01-31,1125,5246.93,3598.26,0.4,2918.52,inflation,674.0,0.2,502.34,519.55,3,627.22,93,0,467.73,3083.49,Salary,902.14,Entertainment,Positive,61.6,Low,1648.67,0
2019-03-02,1649,2951.86,2845.98,0.08,2399.68,normal,681.0,0.52,595.52,292.49,1,782.87,32,0,706.91,2205.78,Mixed,1419.89,Investments,Positive,39.5,Low,105.88,0
2019-04-01,1109,3809.75,2879.78,0.37,2716.9,normal,640.0,0.56,498.18,235.04,8,1222.64,40,0,328.19,3212.63,Salary,1218.44,Utilities,Positive,38.3,Medium,929.97,0
2019-05-01,1054,4581.38,3670.36,0.21,2684.65,normal,733.0,0.6,398.27,1047.18,3,828.45,60,0,510.7,2073.95,Mixed,1215.9,Utilities,Positive,19.7,Low,911.02,0
2019-05-31,1635,4744.85,3129.47,0.38,2529.99,normal,600.0,0.13,527.18,542.16,2,1279.96,31,0,102.14,1980.02,Salary,1114.93,Investments,Neutral,27.0,Medium,1615.38,0
2019-06-30,1741,2668.89,3551.11,0.12,2528.76,normal,634.0,0.47,575.49,241.57,1,751.94,99,0,672.9,1000.0,Salary,959.23,Rent,Negative,34.7,High,0.0,0
2019-07-30,1921,4455.12,2669.96,0.19,3281.61,inflation,702.0,0.17,613.52,472.72,8,1095.61,36,0,342.72,2072.72,Salary,1320.04,Utilities,Neutral,38.9,Low,1785.16,0
2019-08-29,1823,3139.62,4186.89,0.3,2431.98,inflation,694.0,0.52,359.36,581.41,5,1378.33,88,0,246.46,2463.05,Mixed,1017.52,Utilities,Negative,16.5,Low,0.0,0
2019-09-28,1200,4569.58,3569.71,0.21,2778.01,normal,625.0,0.27,669.93,561.14,8,1267.48,66,0,660.7,3072.73,Salary,971.84,Dining Out,Negative,5.1,Low,999.87,0
2019-10-28,1165,2297.31,3144.83,0.15,2473.32,normal,729.0,0.11,628.01,596.07,8,426.45,30,0,310.65,2618.74,Salary,1277.41,Healthcare,Neutral,17.1,Low,0.0,0
2019-11-27,1827,3606.54,4063.18,0.24,2511.99,normal,615.0,0.25,446.64,348.41,1,714.95,95,0,558.79,2390.47,Freelance,774.45,Rent,Negative,33.1,Low,0.0,0
2019-12-27,1804,3901.15,2717.0,0.3,1855.69,normal,622.0,0.38,767.81,486.09,2,1199.7,73,0,710.38,1652.88,Salary,740.95,Entertainment,Neutral,21.5,Medium,1184.15,0
2020-01-26,1326,4061.33,3102.7,0.08,2469.49,recession,680.0,0.57,746.5,0.0,9,1638.43,55,0,773.07,1735.03,Salary,1224.64,Entertainment,Neutral,19.6,Medium,958.63,0
2020-02-25,1621,4200.39,2733.36,0.14,3651.54,normal,658.0,0.36,737.39,813.94,4,0.0,39,0,666.01,1000.0,Salary,1336.37,Entertainment,Positive,44.8,High,1467.03,0
2020-03-26,1543,5502.02,3872.48,0.19,3166.58,normal,650.0,0.16,314.64,360.5,4,1339.67,89,0,502.01,1629.73,Salary,1718.29,Rent,Positive,72.0,Medium,1629.54,0
2020-04-25,1153,4987.93,2830.48,0.19,2370.91,recession,744.0,0.13,411.87,595.71,8,623.64,93,0,560.05,1912.31,Salary,1725.13,Investments,Neutral,0.9,Low,2157.45,0
2020-05-25,1585,2416.54,3593.51,0.31,2950.47,recession,813.0,0.14,622.13,664.18,9,1144.8,62,0,688.91,1880.83,Salary,1496.4,Groceries,Positive,67.0,High,0.0,0
2020-06-24,1137,4089.74,3465.71,0.36,3078.5,inflation,642.0,0.34,472.13,860.3,5,1605.97,52,0,605.68,2660.39,Mixed,1054.14,Groceries,Negative,63.2,Medium,624.03,0
2020-07-24,1655,4286.02,2758.84,0.33,2035.48,normal,620.0,0.47,598.8,628.88,3,1215.85,57,0,414.96,1269.64,Salary,430.56,Entertainment,Positive,22.1,High,1527.18,0
2020-08-23,1897,2583.09,2897.54,0.38,3668.7,recession,687.0,0.55,300.9,368.93,9,1476.93,62,0,268.33,1299.22,Mixed,1594.95,Education,Negative,31.0,Medium,0.0,0
2020-09-22,1501,6066.1,4571.76,0.36,3087.54,normal,670.0,0.12,690.67,522.01,3,638.92,51,0,748.75,2416.99,Salary,1100.56,Entertainment,Positive,42.3,Medium,1494.34,0
2020-10-22,1389,2684.49,2944.61,0.05,3266.41,normal,674.0,0.41,551.49,174.38,4,563.36,38,0,384.87,3327.86,Mixed,610.06,Utilities,Negative,82.7,Medium,0.0,0
2020-11-21,1325,3618.4,4133.73,0.19,2797.97,inflation,722.0,0.23,289.77,736.52,4,1050.57,20,0,514.12,2178.65,Salary,1390.47,Healthcare,Neutral,55.2,Medium,0.0,0
